developer-agreement,developer-agreement-type,document-url,end-date,entry-date,organisation,planning-application,start-date,slug
IFS690,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PUOPEOBJ0TC00,,2020-12-31,local-authority-eng:ERY,19/02497/REM,2019-11-17,/developer-agreement/local-authority-eng/ERY/IFS690
IFS684,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PII5F7BJH4100,,2020-12-31,local-authority-eng:ERY,18/03789/STPLF,2019-11-11,/developer-agreement/local-authority-eng/ERY/IFS684
IFS696,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PLOTDKBJLK100,,2020-12-31,local-authority-eng:ERY,19/00225/STREM,2019-11-22,/developer-agreement/local-authority-eng/ERY/IFS696
IFS662,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=OO8RZ3BJKTC00,,2020-12-31,local-authority-eng:ERY,17/01261/PLF,2019-10-21,/developer-agreement/local-authority-eng/ERY/IFS662
IFS694,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=Q0ARSTBJLTX00,,2020-12-31,local-authority-eng:ERY,19/03764/STVAR,2019-11-21,/developer-agreement/local-authority-eng/ERY/IFS694
IFS674,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=OKT0GQBJJ7Z00,,2020-12-31,local-authority-eng:ERY,17/00398/STOUT,2019-11-02,/developer-agreement/local-authority-eng/ERY/IFS674
IFS685,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PP4XDTBJJFE00,,2020-12-31,local-authority-eng:ERY,19/01107/STREM,2019-11-12,/developer-agreement/local-authority-eng/ERY/IFS685
IFS686,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PJ610GBJI2G00,,2020-12-31,local-authority-eng:ERY,18/03944/STVAR,2019-11-13,/developer-agreement/local-authority-eng/ERY/IFS686
IFS659,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=OU473PBJJN100,,2020-12-31,local-authority-eng:ERY,17/02687/STREM,2019-10-20,/developer-agreement/local-authority-eng/ERY/IFS659
IFS673,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PEBL47BJILF00,,2020-12-31,local-authority-eng:ERY,18/02891/STPLF,2019-11-01,/developer-agreement/local-authority-eng/ERY/IFS673
IFS658,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PPOSCEBJ0R500,,2020-12-31,local-authority-eng:ERY,19/01228/LOBVAR,2019-10-16,/developer-agreement/local-authority-eng/ERY/IFS658
IFS683,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PRHZD0BJMNQ00,,2020-12-31,local-authority-eng:ERY,19/01602/STPLF,2019-11-10,/developer-agreement/local-authority-eng/ERY/IFS683
IFS688,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PHDBN3BJ0TC00,,2020-12-31,local-authority-eng:ERY,18/03559/PLF,2019-11-15,/developer-agreement/local-authority-eng/ERY/IFS688
IFS692,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PCSDKSBJG8V00,,2020-12-31,local-authority-eng:ERY,18/02503/STVAR,2019-11-19,/developer-agreement/local-authority-eng/ERY/IFS692
IFS693,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=Q69J89BJFMH00,,2020-12-31,local-authority-eng:ERY,20/00633/STVAR,2019-11-26,/developer-agreement/local-authority-eng/ERY/IFS693
IFS677,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PHXJCTBJGBD00,,2020-12-31,local-authority-eng:ERY,18/03678/PLF,2019-11-03,/developer-agreement/local-authority-eng/ERY/IFS677
IFS664,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PL5Q9ABJKSY00,,2020-12-31,local-authority-eng:ERY,19/00112/PLF,2019-10-25,/developer-agreement/local-authority-eng/ERY/IFS664
IFS666,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PM7CWRBJMHA00,,2020-12-31,local-authority-eng:ERY,19/00373/PLF,2019-10-26,/developer-agreement/local-authority-eng/ERY/IFS666
IFS680,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PTAWZLBJHSA00,,2020-12-31,local-authority-eng:ERY,19/02072/STPLF,2019-11-07,/developer-agreement/local-authority-eng/ERY/IFS680
IFS687,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PR8O0KBJMBK00,,2020-12-31,local-authority-eng:ERY,19/01555/STPLF,2019-11-14,/developer-agreement/local-authority-eng/ERY/IFS687
IFS222,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=IQRUGPBJDD000,,2020-12-31,local-authority-eng:ERY,05/08430/STPLF,2019-10-18,/developer-agreement/local-authority-eng/ERY/IFS222
IFS202,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=I2JNXWBJNA000,,2020-12-31,local-authority-eng:ERY,04/06401/STREM,2019-10-17,/developer-agreement/local-authority-eng/ERY/IFS202
IFS678,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PN43O4BJG1000,,2020-12-31,local-authority-eng:ERY,19/00557/PLF,2019-11-05,/developer-agreement/local-authority-eng/ERY/IFS678
IFS689,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PRG8QSBJMKJ00,,2020-12-31,local-authority-eng:ERY,19/01594/PLF,2019-11-16,/developer-agreement/local-authority-eng/ERY/IFS689
IFS682,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/applicationDetails.do?activeTab=summary&keyVal=PAKCQ1BJ0KG00,,2020-12-31,local-authority-eng:ERY,18/01992/PLF,2019-11-09,/developer-agreement/local-authority-eng/ERY/IFS682
