developer-agreement,developer-agreement-type,document-url,end-date,entry-date,organisation,planning-application,start-date,slug
20172137-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2017/2137,2018-03-27,/developer-agreement/local-authority-eng/NLN/20172137-da
20180217-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/0217,2018-03-26,/developer-agreement/local-authority-eng/NLN/20180217-da
20180393-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/393,2019-01-04,/developer-agreement/local-authority-eng/NLN/20180393-da
20180440-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/0440,2019-09-30,/developer-agreement/local-authority-eng/NLN/20180440-da
20180999-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/0999,2019-03-21,/developer-agreement/local-authority-eng/NLN/20180999-da
20181021-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/1021,2019-09-27,/developer-agreement/local-authority-eng/NLN/20181021-da
20181069-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/1069,2019-03-28,/developer-agreement/local-authority-eng/NLN/20181069-da
20181247-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/1247,2019-01-09,/developer-agreement/local-authority-eng/NLN/20181247-da
20181363-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/1363,2019-03-19,/developer-agreement/local-authority-eng/NLN/20181363-da
20181388-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/1388,2019-07-01,/developer-agreement/local-authority-eng/NLN/20181388-da
20181389-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/1389,2020-02-24,/developer-agreement/local-authority-eng/NLN/20181389-da
20181541-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/1581,2019-03-21,/developer-agreement/local-authority-eng/NLN/20181541-da
20181581-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/1581,2019-07-24,/developer-agreement/local-authority-eng/NLN/20181581-da
20181583-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/1583,2019-02-08,/developer-agreement/local-authority-eng/NLN/20181583-da
20181716-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/1716,2020-02-06,/developer-agreement/local-authority-eng/NLN/20181716-da
20181759-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/1759,2019-08-14,/developer-agreement/local-authority-eng/NLN/20181759-da
20182186-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/2186,2019-11-05,/developer-agreement/local-authority-eng/NLN/20182186-da
20182266-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/2266,2019-06-17,/developer-agreement/local-authority-eng/NLN/20182266-da
20182316-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/2316,2019-11-25,/developer-agreement/local-authority-eng/NLN/20182316-da
20182404-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/2404,2019-03-29,/developer-agreement/local-authority-eng/NLN/20182404-da
20182481-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/2481,2019-07-03,/developer-agreement/local-authority-eng/NLN/20182481-da
20182525-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2018/2525,2019-11-01,/developer-agreement/local-authority-eng/NLN/20182525-da
20190783-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2019/0783,2019-09-10,/developer-agreement/local-authority-eng/NLN/20190783-da
20191147-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2019/1147,2019-10-09,/developer-agreement/local-authority-eng/NLN/20191147-da
20191280-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2019/1280,2020-03-18,/developer-agreement/local-authority-eng/NLN/20191280-da
20191454-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2019/1454,2020-02-24,/developer-agreement/local-authority-eng/NLN/20191454-da
20191643-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2019/1643,2019-12-17,/developer-agreement/local-authority-eng/NLN/20191643-da
20191821-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2019/1821,2020-03-18,/developer-agreement/local-authority-eng/NLN/20191821-da
20191729-da,Section 106 agreement,,,2020-10-26,local-authority-eng:NLN,PA/2019/1729,2020-03-18,/developer-agreement/local-authority-eng/NLN/20191729-da
