developer-agreement,developer-agreement-type,document-url,end-date,entry-date,organisation,planning-application,start-date,slug
07/09/0397/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/09/0397/F&viewdocs=true,,2020-12-10,local-authority-eng:BRX,07/09/0397/F,2011-11-16,/developer-agreement/local-authority-eng/BRX/07-09-0397-F-da
07/10/0584/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/10/0584/F&viewdocs=true,,2020-12-10,local-authority-eng:BRX,07/10/0584/F,2011-07-20,/developer-agreement/local-authority-eng/BRX/07-10-0584-F-da
07/10/0147/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/10/0147/F&viewdocs=true,,2020-12-10,local-authority-eng:BRX,07/10/0147/F,2011-04-12,/developer-agreement/local-authority-eng/BRX/07-10-0147-F-da
07/10/0190/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/10/0190/F&viewdocs=true,,2020-12-10,local-authority-eng:BRX,07/10/0190/F,2010-06-10,/developer-agreement/local-authority-eng/BRX/07-10-0190-F-da
7/0674/08/F/WOL-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=7/0674/08/F/WOL&viewdocs=true,,2020-12-10,local-authority-eng:BRX,7/0674/08/F/WOL,2010-02-01,/developer-agreement/local-authority-eng/BRX/7-0674-08-F-WOL-da
07/13/0980/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/13/0980/F&viewdocs=true,,2020-12-10,local-authority-eng:BRX,07/13/0980/F,2014-09-30,/developer-agreement/local-authority-eng/BRX/07-13-0980-F-da
07/12/0824/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/12/0824/F&viewdocs=true,,2020-12-10,local-authority-eng:BRX,07/12/0824/F,2012-12-20,/developer-agreement/local-authority-eng/BRX/07-12-0824-F-da
07/14/0140/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/14/0140/F&viewdocs=true,,2020-12-10,local-authority-eng:BRX,07/14/0140/F,2014-05-14,/developer-agreement/local-authority-eng/BRX/07-14-0140-F-da
7/0497/05/O/WX-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=7/0497/05/O/WX&viewdocs=true,,2020-12-10,local-authority-eng:BRX,7/0497/05/O/WX,2006-06-09,/developer-agreement/local-authority-eng/BRX/7-0497-05-O-WX-da
7/0078/05/F/WX-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=7/0078/05/F/WX&viewdocs=true,,2020-12-10,local-authority-eng:BRX,7/0078/05/F/WX,2005-10-17,/developer-agreement/local-authority-eng/BRX/7-0078-05-F-WX-da
07/15/0766/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/15/0766/F&viewdocs=true,,2020-12-10,local-authority-eng:BRX,07/15/0766/F,2015-10-29,/developer-agreement/local-authority-eng/BRX/07-15-0766-F-da
07/11/0481/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/11/0481/F&viewdocs=true,,2020-12-10,local-authority-eng:BRX,07/11/0481/F,2011-11-25,/developer-agreement/local-authority-eng/BRX/07-11-0481-F-da
07/11/0898/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/11/0898/F&viewdocs=true,,2020-12-10,local-authority-eng:BRX,07/11/0898/F,2012-05-04,/developer-agreement/local-authority-eng/BRX/07-11-0898-F-da
07/18/1146/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/18/1146/F&viewdocs=true,,2020-12-16,local-authority-eng:BRX,07/18/1146/F,2020-03-23,/developer-agreement/local-authority-eng/BRX/07-18-1146-F-da
07/19/0179/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/19/0179/F&viewdocs=true,,2020-12-16,local-authority-eng:BRX,07/19/0179/F,2020-01-27,/developer-agreement/local-authority-eng/BRX/07-19-0179-F-da
07/17/0864/O-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/17/0864/O&viewdocs=true,,2020-12-16,local-authority-eng:BRX,07/17/0864/O,2020-01-22,/developer-agreement/local-authority-eng/BRX/07-17-0864-O-da
07/19/0164/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/19/0164/F&viewdocs=true,,2020-12-16,local-authority-eng:BRX,07/19/0164/F,2019-12-03,/developer-agreement/local-authority-eng/BRX/07-19-0164-F-da
07/18/1039/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/18/1039/F&viewdocs=true,,2020-12-16,local-authority-eng:BRX,07/18/1039/F,2020-10-20,/developer-agreement/local-authority-eng/BRX/07-18-1039-F-da
07/18/1097/O-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/18/1097/O&viewdocs=true,,2020-12-16,local-authority-eng:BRX,07/18/1097/O,2019-10-16,/developer-agreement/local-authority-eng/BRX/07-18-1097-O-da
07/18/0756/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/18/0756/F&viewdocs=true,,2020-12-16,local-authority-eng:BRX,07/18/0756/F,2019-09-27,/developer-agreement/local-authority-eng/BRX/07-18-0756-F-da
07/19/0221/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/19/0221/F&viewdocs=true,,2020-12-16,local-authority-eng:BRX,07/19/0221/F,2019-08-05,/developer-agreement/local-authority-eng/BRX/07-19-0221-F-da
07/18/0461/O-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/18/0461/O&viewdocs=true,,2020-12-16,local-authority-eng:BRX,07/18/0461/O,2019-07-26,/developer-agreement/local-authority-eng/BRX/07-18-0461-O-da
07/18/0806/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/18/0806/F&viewdocs=true,,2020-12-16,local-authority-eng:BRX,07/18/0806/F,2019-07-23,/developer-agreement/local-authority-eng/BRX/07-18-0806-F-da
07/18/0363/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/18/0363/F&viewdocs=true,,2020-12-16,local-authority-eng:BRX,07/18/0363/F,2019-07-09,/developer-agreement/local-authority-eng/BRX/07-18-0363-F-da
07/18/0802/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/18/0802/F&viewdocs=true,,2020-12-16,local-authority-eng:BRX,07/18/0802/F,2019-05-21,/developer-agreement/local-authority-eng/BRX/07-18-0802-F-da
07/18/0451/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/18/0451/F&viewdocs=true,,2020-12-16,local-authority-eng:BRX,07/18/0451/F,2019-05-20,/developer-agreement/local-authority-eng/BRX/07-18-0451-F-da
07/17/1044/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/17/1044/F&viewdocs=true,,2020-12-16,local-authority-eng:BRX,07/17/1044/F,2019-04-04,/developer-agreement/local-authority-eng/BRX/07-17-1044-F-da
07/18/0985/F-da,section-106,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/18/0985/F&viewdocs=true,,2020-12-16,local-authority-eng:BRX,07/18/0985/F,2019-04-01,/developer-agreement/local-authority-eng/BRX/07-18-0985-F-da
