developer-agreement,developer-agreement-type,document-url,end-date,entry-date,organisation,planning-application,start-date,slug
19/00063-da,section-106,https://publicaccess.newforestnpa.gov.uk/online-applications/,,2020-12-18,national-park-authority:Q72617158,19/00063,2019-04-09,/developer-agreement/national-park-authority/Q72617158/19-00063-da
18/00554-da,section-106,https://publicaccess.newforestnpa.gov.uk/online-applications/,,2020-12-18,national-park-authority:Q72617158,18/00554,2019-11-14,/developer-agreement/national-park-authority/Q72617158/18-00554-da
18/00277-da,section-106,https://publicaccess.newforestnpa.gov.uk/online-applications/,,2020-12-18,national-park-authority:Q72617158,18/00277,2018-03-26,/developer-agreement/national-park-authority/Q72617158/18-00277-da
15/00135-da,section-106,https://publicaccess.newforestnpa.gov.uk/online-applications/,,2020-12-18,national-park-authority:Q72617158,15/00135,2016-01-20,/developer-agreement/national-park-authority/Q72617158/15-00135-da
18/00946-da,section-106,https://publicaccess.newforestnpa.gov.uk/online-applications/,,2020-12-18,national-park-authority:Q72617158,18/00946,2019-05-13,/developer-agreement/national-park-authority/Q72617158/18-00946-da
19/00038-da,section-106,https://publicaccess.newforestnpa.gov.uk/online-applications/,,2020-12-18,national-park-authority:Q72617158,19/00038,2019-11-18,/developer-agreement/national-park-authority/Q72617158/19-00038-da
18/00122-da,section-106,https://publicaccess.newforestnpa.gov.uk/online-applications/,,2020-12-18,national-park-authority:Q72617158,18/00122,2018-10-25,/developer-agreement/national-park-authority/Q72617158/18-00122-da
19/00547-da,section-106,https://publicaccess.newforestnpa.gov.uk/online-applications/,,2020-12-18,national-park-authority:Q72617158,19/00547,2020-01-21,/developer-agreement/national-park-authority/Q72617158/19-00547-da
18/00608-da,section-106,https://publicaccess.newforestnpa.gov.uk/online-applications/,,2020-12-18,national-park-authority:Q72617158,18/00608,2019-07-19,/developer-agreement/national-park-authority/Q72617158/18-00608-da
19/00233-da,section-106,https://publicaccess.newforestnpa.gov.uk/online-applications/,,2020-12-18,national-park-authority:Q72617158,19/00233,2020-03-05,/developer-agreement/national-park-authority/Q72617158/19-00233-da
18/00071-da,section-106,https://publicaccess.newforestnpa.gov.uk/online-applications/,,2020-12-18,national-park-authority:Q72617158,18/00071,2020-03-13,/developer-agreement/national-park-authority/Q72617158/18-00071-da
20/50097-da,,https://publicaccess.newforestnpa.gov.uk/online-applications/,,2020-12-18,national-park-authority:Q72617158,20/50097,2020-03-04,/developer-agreement/national-park-authority/Q72617158/20-50097-da
