developer-agreement,developer-agreement-type,document-url,end-date,entry-date,organisation,planning-application,start-date,slug
LA2016/119A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,14/10444/CIL,2020-03-10,/developer-agreement/local-authority-eng/WIL/LA2016-119A
LA2016/119A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,14/10444/CIL,2020-03-10,/developer-agreement/local-authority-eng/WIL/LA2016-119A
LA2016/119A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,14/10444/CIL,2020-03-10,/developer-agreement/local-authority-eng/WIL/LA2016-119A
LA2016/119B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,14/10444/CIL,2020-03-10,/developer-agreement/local-authority-eng/WIL/LA2016-119B
LA2016/119B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,14/10444/CIL,2020-03-10,/developer-agreement/local-authority-eng/WIL/LA2016-119B
LA2016/119B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,14/10444/CIL,2020-03-10,/developer-agreement/local-authority-eng/WIL/LA2016-119B
LA2015/322A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/05086/CIL,2019-04-03,/developer-agreement/local-authority-eng/WIL/LA2015-322A
LA2015/322B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/05086/CIL,2019-04-03,/developer-agreement/local-authority-eng/WIL/LA2015-322B
LA2015/420A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/05550/CIL,2019-06-06,/developer-agreement/local-authority-eng/WIL/LA2015-420A
LA2015/420B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/05550/CIL,2019-06-06,/developer-agreement/local-authority-eng/WIL/LA2015-420B
LA2015/400A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/07201/CIL,2019-05-21,/developer-agreement/local-authority-eng/WIL/LA2015-400A
LA2015/400B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/07201/CIL,2019-05-21,/developer-agreement/local-authority-eng/WIL/LA2015-400B
LA2016/182A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/07289/CIL,2019-07-29,/developer-agreement/local-authority-eng/WIL/LA2016-182A
LA2016/182B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/07289/CIL,2019-07-29,/developer-agreement/local-authority-eng/WIL/LA2016-182B
LA2019/229A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/08696/CIL,2019-08-19,/developer-agreement/local-authority-eng/WIL/LA2019-229A
LA2019/229B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/08696/CIL,2019-08-19,/developer-agreement/local-authority-eng/WIL/LA2019-229B
LA2019/211A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/11291/CIL,2019-07-30,/developer-agreement/local-authority-eng/WIL/LA2019-211A
LA2019/211B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/11291/CIL,2019-07-30,/developer-agreement/local-authority-eng/WIL/LA2019-211B
LA2016/460A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/11698/CIL,2019-09-27,/developer-agreement/local-authority-eng/WIL/LA2016-460A
LA2016/460B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/11698/CIL,2019-09-27,/developer-agreement/local-authority-eng/WIL/LA2016-460B
LA2018/036A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/12294/CIL,2019-04-02,/developer-agreement/local-authority-eng/WIL/LA2018-036A
LA2018/036B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/12294/CIL,2019-04-02,/developer-agreement/local-authority-eng/WIL/LA2018-036B
LA2016/121A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/12308/CIL,2019-04-02,/developer-agreement/local-authority-eng/WIL/LA2016-121A
LA2016/121B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,15/12308/CIL,2019-04-02,/developer-agreement/local-authority-eng/WIL/LA2016-121B
LA2017/127A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/02827/CIL,2019-10-11,/developer-agreement/local-authority-eng/WIL/LA2017-127A
LA2017/127B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/02827/CIL,2019-10-11,/developer-agreement/local-authority-eng/WIL/LA2017-127B
LA2016/333A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/05034/CIL,2019-12-20,/developer-agreement/local-authority-eng/WIL/LA2016-333A
LA2016/333B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/05034/CIL,2019-12-20,/developer-agreement/local-authority-eng/WIL/LA2016-333B
LA2019/130A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/05344/CIL,2020-01-30,/developer-agreement/local-authority-eng/WIL/LA2019-130A
LA2019/130A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/05344/CIL,2020-01-30,/developer-agreement/local-authority-eng/WIL/LA2019-130A
LA2019/130A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/05344/CIL,2020-01-30,/developer-agreement/local-authority-eng/WIL/LA2019-130A
LA2019/130B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/05344/CIL,2020-01-30,/developer-agreement/local-authority-eng/WIL/LA2019-130B
LA2019/130B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/05344/CIL,2020-01-30,/developer-agreement/local-authority-eng/WIL/LA2019-130B
LA2019/130B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/05344/CIL,2020-01-30,/developer-agreement/local-authority-eng/WIL/LA2019-130B
LA2017/063A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/07016/CIL,2019-04-12,/developer-agreement/local-authority-eng/WIL/LA2017-063A
LA2017/063A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/07016/CIL,2019-04-12,/developer-agreement/local-authority-eng/WIL/LA2017-063A
LA2017/063A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/07016/CIL,2019-04-12,/developer-agreement/local-authority-eng/WIL/LA2017-063A
LA2017/063B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/07016/CIL,2019-04-12,/developer-agreement/local-authority-eng/WIL/LA2017-063B
LA2017/063B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/07016/CIL,2019-04-12,/developer-agreement/local-authority-eng/WIL/LA2017-063B
LA2017/063B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/07016/CIL,2019-04-12,/developer-agreement/local-authority-eng/WIL/LA2017-063B
LA2019/272A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/07198/CIL,2019-10-16,/developer-agreement/local-authority-eng/WIL/LA2019-272A
LA2019/272B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/07198/CIL,2019-10-16,/developer-agreement/local-authority-eng/WIL/LA2019-272B
LA2016/461A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/07283/CIL,2019-07-25,/developer-agreement/local-authority-eng/WIL/LA2016-461A
LA2016/461A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/07283/CIL,2019-07-25,/developer-agreement/local-authority-eng/WIL/LA2016-461A
LA2016/461A,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/07283/CIL,2019-07-25,/developer-agreement/local-authority-eng/WIL/LA2016-461A
LA2016/461B,community-infrastructure-levy,,,2020-04-15,local-authority-eng:WIL,16/07283/CIL,2019-07-25,/developer-agreement/local-authority-eng/WIL/LA2016-461B
