developer-agreement,developer-agreement-type,document-url,end-date,entry-date,organisation,planning-application,start-date,slug
P2016/1999/FUL-da,section-278,http://planning.islington.gov.uk/NorthgatePublicDocs/00539047.pdf,,2020-06-17,local-authority-eng:ISL,P2016/1999/FUL,2020-03-17,/developer-agreement/local-authority-eng/ISL/P2016-1999-FUL-da
P2018/1948/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00521692.pdf,,2020-06-17,local-authority-eng:ISL,P2018/1948/FUL,2019-09-19,/developer-agreement/local-authority-eng/ISL/P2018-1948-FUL-da
P2018/2463/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00526381.pdf,,2020-06-17,local-authority-eng:ISL,P2018/2463/S73,2019-11-07,/developer-agreement/local-authority-eng/ISL/P2018-2463-S73-da
P2019/0477/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00520117.pdf,,2020-06-17,local-authority-eng:ISL,P2019/0477/S73,2019-08-23,/developer-agreement/local-authority-eng/ISL/P2019-0477-S73-da
P2017/3242/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00554927.pdf,,2020-06-17,local-authority-eng:ISL,P2017/3242/FUL,2020-02-19,/developer-agreement/local-authority-eng/ISL/P2017-3242-FUL-da
P2018/3231/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00532021.pdf,,2020-06-17,local-authority-eng:ISL,P2018/3231/FUL,2020-01-09,/developer-agreement/local-authority-eng/ISL/P2018-3231-FUL-da
P2019/2341/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00521738.pdf,,2020-06-17,local-authority-eng:ISL,P2019/2341/S73,2019-09-25,/developer-agreement/local-authority-eng/ISL/P2019-2341-S73-da
P2019/0183/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00520264.pdf,,2020-06-17,local-authority-eng:ISL,P2019/0183/FUL,2019-09-10,/developer-agreement/local-authority-eng/ISL/P2019-0183-FUL-da
P2019/2576/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00537828.pdf,,2020-06-17,local-authority-eng:ISL,P2019/2576/FUL,2020-03-04,/developer-agreement/local-authority-eng/ISL/P2019-2576-FUL-da
P2017/4339/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00511806.pdf,,2020-06-17,local-authority-eng:ISL,P2017/4339/FUL,2019-06-14,/developer-agreement/local-authority-eng/ISL/P2017-4339-FUL-da
P2018/2749/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00514652.pdf,,2020-06-17,local-authority-eng:ISL,P2018/2749/FUL,2019-07-18,/developer-agreement/local-authority-eng/ISL/P2018-2749-FUL-da
P2018/3866/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00507636.pdf,,2020-06-17,local-authority-eng:ISL,P2018/3866/FUL,2019-05-14,/developer-agreement/local-authority-eng/ISL/P2018-3866-FUL-da
P2019/0406/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00523474.pdf,,2020-06-17,local-authority-eng:ISL,P2019/0406/S73,2019-10-15,/developer-agreement/local-authority-eng/ISL/P2019-0406-S73-da
P2019/2960/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00547056.pdf,,2020-06-17,local-authority-eng:ISL,P2019/2960/FUL,2020-03-13,/developer-agreement/local-authority-eng/ISL/P2019-2960-FUL-da
P2019/1476/DOV-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00514671.pdf,,2020-06-17,local-authority-eng:ISL,P2019/1476/DOV,2019-06-04,/developer-agreement/local-authority-eng/ISL/P2019-1476-DOV-da
P2017/2243/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00526375.pdf,,2020-06-17,local-authority-eng:ISL,P2017/2243/FUL,2019-11-13,/developer-agreement/local-authority-eng/ISL/P2017-2243-FUL-da
P2015/4722/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00524927.pdf,,2020-06-17,local-authority-eng:ISL,P2015/4722/FUL,2019-10-29,/developer-agreement/local-authority-eng/ISL/P2015-4722-FUL-da
P2012/0256/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00525962.pdf,,2020-06-17,local-authority-eng:ISL,P2012/0256/FUL,2019-11-07,/developer-agreement/local-authority-eng/ISL/P2012-0256-FUL-da
P2019/2991/S73-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00539569.pdf,,2020-06-17,local-authority-eng:ISL,P2019/2991/S73,2020-03-20,/developer-agreement/local-authority-eng/ISL/P2019-2991-S73-da
P2019/0053/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00516338.pdf,,2020-06-17,local-authority-eng:ISL,P2019/0053/FUL,2019-08-05,/developer-agreement/local-authority-eng/ISL/P2019-0053-FUL-da
P2019/1124/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00524109.pdf,,2020-06-17,local-authority-eng:ISL,P2019/1124/FUL,2019-10-21,/developer-agreement/local-authority-eng/ISL/P2019-1124-FUL-da
P2019/0655/PRA-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00512338.pdf,,2020-06-17,local-authority-eng:ISL,P2019/0655/PRA,2019-06-27,/developer-agreement/local-authority-eng/ISL/P2019-0655-PRA-da
P2019/1773/FUL-da,section-106,http://planning.islington.gov.uk/NorthgatePublicDocs/00537596.pdf,,2020-06-17,local-authority-eng:ISL,P2019/1773/FUL,2020-02-28,/developer-agreement/local-authority-eng/ISL/P2019-1773-FUL-da
APP/V5570/C/18/3199860-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,APP/V5570/C/18/3199860,2019-09-13,/developer-agreement/local-authority-eng/ISL/APP-V5570-C-18-3199860-da
P2015/1958/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2015/1958/FUL,2020-03-23,/developer-agreement/local-authority-eng/ISL/P2015-1958-FUL-da
P2015/3543/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2015/3543/FUL,2019-03-06,/developer-agreement/local-authority-eng/ISL/P2015-3543-FUL-da
P2015/4162/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2015/4162/FUL,2019-09-02,/developer-agreement/local-authority-eng/ISL/P2015-4162-FUL-da
P2015/5283/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2015/5283/FUL,2019-09-13,/developer-agreement/local-authority-eng/ISL/P2015-5283-FUL-da
P2016/0455/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2016/0455/FUL,2019-04-10,/developer-agreement/local-authority-eng/ISL/P2016-0455-FUL-da
P2016/0691/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2016/0691/FUL,2016-09-05,/developer-agreement/local-authority-eng/ISL/P2016-0691-FUL-da
P2016/2350/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2016/2350/FUL,2019-07-29,/developer-agreement/local-authority-eng/ISL/P2016-2350-FUL-da
P2016/2646/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2016/2646/FUL,2019-06-14,/developer-agreement/local-authority-eng/ISL/P2016-2646-FUL-da
P2016/3191/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2016/3191/FUL,2019-08-19,/developer-agreement/local-authority-eng/ISL/P2016-3191-FUL-da
P2016/3207/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2016/3207/FUL,2019-02-01,/developer-agreement/local-authority-eng/ISL/P2016-3207-FUL-da
P2016/4928/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2016/4928/FUL,2019-08-23,/developer-agreement/local-authority-eng/ISL/P2016-4928-FUL-da
P2017/0297/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/0297/FUL,2020-01-06,/developer-agreement/local-authority-eng/ISL/P2017-0297-FUL-da
P2017/0556/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/0556/FUL,2019-11-01,/developer-agreement/local-authority-eng/ISL/P2017-0556-FUL-da
P2017/0724/S73-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/0724/S73,2020-01-06,/developer-agreement/local-authority-eng/ISL/P2017-0724-S73-da
P2017/1584/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/1584/FUL,2019-04-29,/developer-agreement/local-authority-eng/ISL/P2017-1584-FUL-da
P2017/1889/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/1889/FUL,2019-11-15,/developer-agreement/local-authority-eng/ISL/P2017-1889-FUL-da
P2017/2787/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/2787/FUL,2020-01-20,/developer-agreement/local-authority-eng/ISL/P2017-2787-FUL-da
P2017/2961/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/2961/FUL,2020-01-20,/developer-agreement/local-authority-eng/ISL/P2017-2961-FUL-da
P2017/2992/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/2992/FUL,2019-04-08,/developer-agreement/local-authority-eng/ISL/P2017-2992-FUL-da
P2017/3103/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/3103/FUL,2019-06-03,/developer-agreement/local-authority-eng/ISL/P2017-3103-FUL-da
P2017/3429/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2017/3429/FUL,2019-03-12,/developer-agreement/local-authority-eng/ISL/P2017-3429-FUL-da
P2018/0523/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2018/0523/FUL,2019-04-17,/developer-agreement/local-authority-eng/ISL/P2018-0523-FUL-da
P2018/1322/S73-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2018/1322/S73,2020-01-06,/developer-agreement/local-authority-eng/ISL/P2018-1322-S73-da
P2018/1578/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2018/1578/FUL,2020-01-06,/developer-agreement/local-authority-eng/ISL/P2018-1578-FUL-da
P2018/1671/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2018/1671/FUL,2019-09-02,/developer-agreement/local-authority-eng/ISL/P2018-1671-FUL-da
P2018/3887/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2018/3887/FUL,2019-12-01,/developer-agreement/local-authority-eng/ISL/P2018-3887-FUL-da
P2018/4232/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2018/4232/FUL,2019-10-14,/developer-agreement/local-authority-eng/ISL/P2018-4232-FUL-da
P2018/4235/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2018/4235/FUL,2019-06-10,/developer-agreement/local-authority-eng/ISL/P2018-4235-FUL-da
P2019/0183/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2019/0183/FUL,2019-09-26,/developer-agreement/local-authority-eng/ISL/P2019-0183-FUL-da
P2019/0244/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2019/0244/FUL,2019-11-18,/developer-agreement/local-authority-eng/ISL/P2019-0244-FUL-da
P2019/0551/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2019/0551/FUL,2019-10-28,/developer-agreement/local-authority-eng/ISL/P2019-0551-FUL-da
P2019/1603/FUL-da,community-infrastructure-levy,,,2020-06-19,local-authority-eng:ISL,P2019/1603/FUL,2020-03-01,/developer-agreement/local-authority-eng/ISL/P2019-1603-FUL-da
