endpoint,endpoint-url,parameters,plugin,entry-date,start-date,end-date
6fb30c974f37f266c3947079dd9c3eb60c0cb1eaa550c4a27b1ea2886efd6a6a,https://www.hertfordshire.gov.uk/developer-agreement,,,2021-01-04,,
0a9a3c4904e8eb53d4e6dc90ab208b93209c930e3a1ef2d3ed9f903c3ef7f482,https://www.iow.gov.uk/PlanningObligations/Download.ashx?type=Extract&extract=Agreements,,,2021-01-04,,
b5e608b9364ce909230c24e4a3230c04bb0fb094a07c4879fcfd9c38a6a05e60,https://www.islington.gov.uk/developer-agreement,,,2020-12-24,,
bc0800197b172da0af614ad9953ccffd120fd871ce7c3a92bab785f6769ab1dd,https://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/business/pdf/S106%20developer-agreement_2020331.csv,,,2020-12-23,,
b3fd56e66f51e1b601085e3db5a6735cde5fe19cb5bfe4ff59937a04b547b764,https://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/business/pdf/CIL%20developer-agreement_20200331.csv,,,2020-12-23,,
6be19907e749ccaecea92d9a0819172bc0892b60d8ff2eedfa7adeb70486172e,https://www.norfolk.gov.uk/-/media/norfolk/downloads/rubbish-recycling-planning/planning/developer-agreements.csv,,,2020-12-16,,
98ba431e657f89a7ab7d4994348e09c9d4b55619ab7c9525fd6f7e13c3d915ca,https://www.northlincs.gov.uk/wp-content/uploads/2020/12/developer-agreement.csv,,,2020-12-22,,
d0574d7dbacb8f5e91be8f7185f815a10b6d55f02491282b95784969ace63330,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/developer-agreement.csv,,,2021-01-04,,
2aa7e57f2a595bb27b823b36a2c1ee29152c4540141e4e9d6c792d54c3079c36,https://www.sevenoaks.gov.uk/downloads/file/3079/cil_developer_agreements_-_april_2019_to_march_2020,,,2021-01-12,,
dcd79627acc9f6a449fb6f9dd65823bc8556e68183ec85940c46c8024dd62cf6,https://southhams.gov.uk/developer-agreement,,,2020-12-18,,
b16799e75361adc05a0b40f03e449374fea1c5532ec2d048aad99b33e26a6e34,https://www.southlakeland.gov.uk/media/7345/developer-agreement-2020.csv,,,2020-12-23,,
9433a80b62706e6d39bb1145f9452dc818594dcd061948dd7437b07d7ad7fe37,https://www.salford.gov.uk/media/396060/developer-agreement_20200917.csv,,,2020-12-22,,
7892a892e59ddef72c0a9e19d8262cafb5333486c1298426e06e0d61416681d2,https://www.sunderland.gov.uk/article/17799/Developer-agreement-CSV,,,2020-12-18,,
f6f0f76c3e0c963b8899b552fae0ec4ee8c1c8119210faa10f238dc2bbdf08b9,https://www.southnorthants.gov.uk/download/downloads/id/7029/developer-agreement-contribution-20201221.csv,,,2020-12-22,,
52c259b262aa472edca3845edd65973a10adb5378e2060b6b5257ef3cba091d5,https://tewkesburyborough-my.sharepoint.com/:x:/g/personal/website_tewkesburyborough_onmicrosoft_com/EbtOPy0lOMFKt-GOSR3FCj0BOexWaMauT9yKDUz8NisWxg?e=djk83V,,,2021-01-04,,
f6a7bfb6ddfe1402e7367bc4f536d0c67e6293eddfe800cbaed76cab92b99479,https://docs.tmbc.gov.uk/docs/S106/developer-agreement_20201209.csv,,,2020-12-16,,
226e672cfb5e9baebef7d6a0a16e30a61e09a18d6f6d4a2dac1afd81e811697c,https://docs.tmbc.gov.uk/docs/S106/developer-agreement_20201231.csv,,,2021-01-04,,
455a640f3c8e3f305cf00b4d8c7d89d87e7878badee030c3d96fe2771a1c777b,https://westdevon.gov.uk/developer-agreement,,,2020-12-18,,
ce072807557931174a3d22121fd8ac962008181474e5e98d67ac015c624d74ae,https://www.wiltshire.gov.uk/developer-agreement,,,2021-01-04,,
81ef832cefb3916bd499780103bea2953b1575b6949a8b6488b59c8fa3b00002,"https://www.adur-worthing.gov.uk/media/Media,155796,smxx.csv",,,2020-12-21,,
9cf25b31ee020112f85ff40c12b03e96e0cdac1ca8976dfd1da92ccd7d9dd8eb,https://www.broads-authority.gov.uk/__data/assets/file/0031/348718/developer-agreements.csv,,,2020-10-02,,
705d90de8c2841af9a725e0e4c0d39166d169e45497d895e04293821d07b2bc1,https://www.newforestnpa.gov.uk/app/uploads/2020/12/developer-agreement_20201218.csv,,,2020-12-18,,
