attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
,developer-contributions,https://www.eastherts.gov.uk/about-east-herts-0/east-herts-annual-infrastructure-funding-statements,2398916e652311c83f7d73136018b4c67eba0d5b02bc26289822daf7511a084c,,local-authority-eng:EHE,developer-agreement,2020-12-16,,
,developer-contributions,https://epsom-ewell.gov.uk/residents/planning/planning-policy/community-infrastructure-levy-cil-guidance/annual-report,0f37f19b0d3d5eb42ddb18862639cf23cf1456963ab264a37710b8ebb0c8526e,,local-authority-eng:EPS,developer-agreement,2021-01-11,,
,developer-contributions,https://www.erewash.gov.uk/planning-policy/infrastructure-funding-statement.html?highlight=WyJpbmZyYXN0cnVjdHVyZSJdhttps://www.erewash.gov.uk/planning-policy/infrastructure-funding-statement.html?highlight=WyJpbmZyYXN0cnVjdHVyZSJd,e38bfe46143d42ec996fbe99add19c7ed136f2dee12c192edbc85b2211f8ce73,,local-authority-eng:ERE,developer-agreement,2020-12-22,,
,developer-contributions,,3992959d38f1c2642f75c91bbbad68c992a065ec50e02ba690ac8f4b711a8269,,local-authority-eng:ERY,developer-agreement,2021-01-04,,
,developer-contributions,http://www.eaststaffsbc.gov.uk/planning/planning-policy/infrastructure-funding-statement,23edc40c94663cc5c9870d29874115735a5ffae8f111ae3741692452b5a422a7,,local-authority-eng:EST,developer-agreement,2020-12-22,,
,developer-contributions,https://www.gateshead.gov.uk/developer-agreement,cd53aa90239d7fab29538bd27572a14ef5d617b08f5eb02f5bd4d07c787baa5b,,local-authority-eng:GAT,developer-agreement,2020-12-17,,
,developer-contributions,https://www.gloucester.gov.uk/planning-development/developer-contributions/,9f4b02fe50875efa7ed82f5205a36b98b81d66310d5ffb3987f64fe6155ed83b,,local-authority-eng:GLO,developer-agreement,2021-01-04,,
,developer-contributions,https://www.gosport.gov.uk/article/1953/Infrastructure-Funding-Statement-IFS-and-Developer-Contributions,afa0b3273bbb7e19c233af9c5dd16bbcbf4091ba69e1909e5a840e3586668f0b,,local-authority-eng:GOS,developer-agreement,2020-12-29,,
,developer-contributions,https://www3.halton.gov.uk/Pages/planning/Registers.aspx,92c6e28bf2b1867dbffcfbf86ed9b47d1a179b85673059b9187d9344ef7ea55d,,local-authority-eng:HAL,developer-agreement,2020-12-22,,
,developer-contributions,https://www.hounslow.gov.uk/info/20010/planning_and_building/1094/community_infrastructure_levy/4,149717df07e34cc9c63a17bd78c12752d7d67d606413d8dc232c86958b814218,,local-authority-eng:HNS,developer-agreement,2020-12-22,,
,developer-contributions,https://www.eastherts.gov.uk/about-east-herts-0/east-herts-annual-infrastructure-funding-statements,6fb30c974f37f266c3947079dd9c3eb60c0cb1eaa550c4a27b1ea2886efd6a6a,,local-authority-eng:HRT,developer-agreement,2021-01-04,,
,developer-contributions,,0a9a3c4904e8eb53d4e6dc90ab208b93209c930e3a1ef2d3ed9f903c3ef7f482,,local-authority-eng:IOW,developer-agreement,2021-01-04,,
,developer-contributions,https://www.islington.gov.uk/planning/planning-policy/planning-obligations-and-community-infrastructure-levy/spending-developer-contributions,b5e608b9364ce909230c24e4a3230c04bb0fb094a07c4879fcfd9c38a6a05e60,,local-authority-eng:ISL,developer-agreement,2020-12-24,,
,developer-contributions,https://www.newark-sherwooddc.gov.uk/business/infrastructuretosupportgrowth/,bc0800197b172da0af614ad9953ccffd120fd871ce7c3a92bab785f6769ab1dd,,local-authority-eng:NEA,developer-agreement,2020-12-23,,
,developer-contributions,https://www.newark-sherwooddc.gov.uk/business/infrastructuretosupportgrowth/,b3fd56e66f51e1b601085e3db5a6735cde5fe19cb5bfe4ff59937a04b547b764,,local-authority-eng:NEA,developer-agreement,2020-12-23,,
,developer-contributions,https://www.norfolk.gov.uk/rubbish-recycling-and-planning/planning-applications/planning-obligations,6be19907e749ccaecea92d9a0819172bc0892b60d8ff2eedfa7adeb70486172e,,local-authority-eng:NFK,developer-agreement,2020-12-16,,
,developer-contributions,https://www.northlincs.gov.uk/planning-and-environment/section-106-obligations/,98ba431e657f89a7ab7d4994348e09c9d4b55619ab7c9525fd6f7e13c3d915ca,,local-authority-eng:NLN,developer-agreement,2020-12-22,,
,developer-contributions,https://my.northtyneside.gov.uk/category/1140/monitoring-reports,d0574d7dbacb8f5e91be8f7185f815a10b6d55f02491282b95784969ace63330,,local-authority-eng:NTY,developer-agreement,2021-01-04,,
,developer-contributions,https://www.sevenoaks.gov.uk/downloads/download/824/developer_contributions,2aa7e57f2a595bb27b823b36a2c1ee29152c4540141e4e9d6c792d54c3079c36,,local-authority-eng:SEV,developer-agreement,2021-01-12,,
,developer-contributions,https://southhams.gov.uk/developer-contribution,dcd79627acc9f6a449fb6f9dd65823bc8556e68183ec85940c46c8024dd62cf6,,local-authority-eng:SHA,developer-agreement,2020-12-18,,
,developer-contributions,https://www.southlakeland.gov.uk/planning-and-building/south-lakeland-local-plan/infrastructure-funding-statement-ifs-community-infrastructure-levy-cil-and-infrastructure-delivery-plan-idp/,b16799e75361adc05a0b40f03e449374fea1c5532ec2d048aad99b33e26a6e34,,local-authority-eng:SLA,developer-agreement,2020-12-23,,
,developer-contributions,https://www.salford.gov.uk/planning-building-and-regeneration/planning-applications/planning-obligations-and-community-infrastructure-levy/planning-obligations-infrastructure-funding-statement/,9433a80b62706e6d39bb1145f9452dc818594dcd061948dd7437b07d7ad7fe37,,local-authority-eng:SLF,developer-agreement,2020-12-22,,
,developer-contributions,https://www.sunderland.gov.uk/planning-obligations,7892a892e59ddef72c0a9e19d8262cafb5333486c1298426e06e0d61416681d2,,local-authority-eng:SND,developer-agreement,2020-12-18,,
,developer-contributions,https://www.southnorthants.gov.uk/info/174/community-infrastructure-levy-cil/424/cil-spending-and-s106-agreements/3,f6f0f76c3e0c963b8899b552fae0ec4ee8c1c8119210faa10f238dc2bbdf08b9,,local-authority-eng:SNR,developer-agreement,2020-12-22,,
,developer-contributions,https://minutes.tewkesbury.gov.uk/ieDecisionDetails.aspx?Id=4016,52c259b262aa472edca3845edd65973a10adb5378e2060b6b5257ef3cba091d5,,local-authority-eng:TEW,developer-agreement,2021-01-04,,
,developer-contributions,,f6a7bfb6ddfe1402e7367bc4f536d0c67e6293eddfe800cbaed76cab92b99479,,local-authority-eng:TON,developer-agreement,2020-12-16,,
,developer-contributions,,226e672cfb5e9baebef7d6a0a16e30a61e09a18d6f6d4a2dac1afd81e811697c,,local-authority-eng:TON,developer-agreement,2021-01-04,,
,developer-contributions,https://westdevon.gov.uk/developer-contributions,455a640f3c8e3f305cf00b4d8c7d89d87e7878badee030c3d96fe2771a1c777b,,local-authority-eng:WDE,developer-agreement,2020-12-18,,
,developer-contributions,https://www.wiltshire.gov.uk/article/2435/Community-Infrastructure-Levy,ce072807557931174a3d22121fd8ac962008181474e5e98d67ac015c624d74ae,,local-authority-eng:WIL,developer-agreement,2021-01-04,,
,developer-contributions,https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-developer-contributions/developer-contributions-data-worthing/,81ef832cefb3916bd499780103bea2953b1575b6949a8b6488b59c8fa3b00002,,local-authority-eng:WOT,developer-agreement,2020-12-21,,
,developer-contributions,https://www.broads-authority.gov.uk/planning/other-planning-issues/developer-contributions,9cf25b31ee020112f85ff40c12b03e96e0cdac1ca8976dfd1da92ccd7d9dd8eb,,national-park-authority:Q4972284,developer-agreement,2020-10-02,,
,developer-contributions,https://www.newforestnpa.gov.uk/planning/infrastructure-funding-statements/,705d90de8c2841af9a725e0e4c0d39166d169e45497d895e04293821d07b2bc1,,national-park-authority:Q72617158,developer-agreement,2020-12-18,,
